ciudad_origen,ciudad_destino,hora_salida,hora_llegada,duracion_viaje,precio,tipo
Roma,París Orly,2025-02-05 12:05:00,2025-02-05 14:20:00,135.0,273.6,avion
Roma,París Orly,2025-02-12 09:20:00,2025-02-12 11:35:00,135.0,273.6,avion
París Orly,Barcelona,2025-02-05 17:05:00,2025-02-05 18:45:00,100.0,273.6,avion
Roma,París Orly,2025-01-22 09:20:00,2025-01-22 11:35:00,135.0,273.6,avion
Palma De Mallorca,Barcelona,2025-10-16 07:05:00,2025-10-16 07:55:00,50.0,273.63,avion
Barcelona,Madrid,2025-10-02 11:50:00,2025-10-02 13:20:00,90.0,273.63,avion
Barcelona,Madrid,2025-10-16 11:50:00,2025-10-16 13:20:00,90.0,273.63,avion
Palma De Mallorca,Barcelona,2025-10-02 07:05:00,2025-10-02 07:55:00,50.0,273.63,avion
Viena,Frankfurt,2025-06-14 15:00:00,2025-06-14 16:30:00,90.0,273.68,avion
Frankfurt,Madrid,2025-06-14 20:50:00,2025-06-14 23:25:00,155.0,273.68,avion
Viena,Frankfurt,2025-06-14 13:20:00,2025-06-14 14:50:00,90.0,273.68,avion
Viena,Frankfurt,2025-05-09 17:10:00,2025-05-09 18:40:00,90.0,273.68,avion
Frankfurt,Madrid,2025-07-12 20:50:00,2025-07-12 23:25:00,155.0,273.68,avion
Viena,Frankfurt,2025-04-03 10:30:00,2025-04-03 12:00:00,90.0,273.68,avion
Viena,Frankfurt,2025-07-12 13:20:00,2025-07-12 14:50:00,90.0,273.68,avion
Viena,Frankfurt,2025-02-27 13:55:00,2025-02-27 15:25:00,90.0,273.68,avion
Frankfurt,Madrid,2025-02-27 17:20:00,2025-02-27 20:05:00,165.0,273.68,avion
Viena,Frankfurt,2025-06-28 17:10:00,2025-06-28 18:40:00,90.0,273.68,avion
Viena,Frankfurt,2025-06-28 13:20:00,2025-06-28 14:50:00,90.0,273.68,avion
Viena,Frankfurt,2025-07-12 15:00:00,2025-07-12 16:30:00,90.0,273.68,avion
Viena,Frankfurt,2025-02-27 15:00:00,2025-02-27 16:30:00,90.0,273.68,avion
Viena,Frankfurt,2025-05-09 13:20:00,2025-05-09 14:50:00,90.0,273.68,avion
Viena,Frankfurt,2025-05-16 17:10:00,2025-05-16 18:40:00,90.0,273.68,avion
Viena,Frankfurt,2025-05-23 17:10:00,2025-05-23 18:40:00,90.0,273.68,avion
Viena,Frankfurt,2025-05-02 08:50:00,2025-05-02 10:20:00,90.0,273.68,avion
Viena,Frankfurt,2025-05-16 15:00:00,2025-05-16 16:30:00,90.0,273.68,avion
Viena,Frankfurt,2025-05-16 13:20:00,2025-05-16 14:50:00,90.0,273.68,avion
Viena,Frankfurt,2025-04-03 08:50:00,2025-04-03 10:20:00,90.0,273.68,avion
Viena,Frankfurt,2025-05-09 15:00:00,2025-05-09 16:30:00,90.0,273.68,avion
París,Roma,2025-03-09 15:20:00,2025-03-09 17:25:00,125.0,273.75,avion
París,Milán,2025-01-03 09:05:00,2025-01-03 10:35:00,90.0,273.75,avion
París,Milán,2025-01-03 10:10:00,2025-01-03 11:40:00,90.0,273.75,avion
Madrid,París,2025-01-01 17:55:00,2025-01-01 20:05:00,130.0,273.75,avion
Madrid,París,2025-03-24 06:00:00,2025-03-24 08:20:00,140.0,273.75,avion
Barcelona,Lyon,2025-01-12 19:50:00,2025-01-12 21:15:00,85.0,273.92,avion
Frankfurt,Barcelona,2025-06-14 07:35:00,2025-06-14 09:40:00,125.0,274.17,avion
Frankfurt,Barcelona,2025-05-23 09:50:00,2025-05-23 11:55:00,125.0,274.22,avion
Roma,Atenas,2025-06-06 09:30:00,2025-06-06 12:30:00,180.0,274.25,avion
Roma,Atenas,2025-04-10 18:25:00,2025-04-10 21:20:00,175.0,274.25,avion
Roma,Atenas,2025-03-20 18:30:00,2025-03-20 21:30:00,180.0,274.25,avion
Roma,Atenas,2025-04-10 09:30:00,2025-04-10 12:30:00,180.0,274.25,avion
Roma,Atenas,2025-06-28 09:30:00,2025-06-28 12:30:00,180.0,274.25,avion
Roma,Atenas,2025-04-18 09:30:00,2025-04-18 12:30:00,180.0,274.25,avion
Roma,Atenas,2025-02-19 10:35:00,2025-02-19 13:35:00,180.0,274.25,avion
Roma,Atenas,2025-05-09 09:30:00,2025-05-09 12:30:00,180.0,274.25,avion
Múnich,Frankfurt,2025-01-13 04:52:00,2025-01-13 05:52:00,60.0,274.32,avion
París,Viena,2025-08-02 20:15:00,2025-08-02 22:10:00,115.0,274.35,avion
París,Marsella,2025-06-30 12:15:00,2025-06-30 13:45:00,90.0,274.47,avion
París,Niza,2025-04-28 12:30:00,2025-04-28 14:05:00,95.0,274.47,avion
París,Marsella,2025-06-23 12:15:00,2025-06-23 13:45:00,90.0,274.47,avion
Valencia,Madrid,2025-01-22 13:15:00,2025-01-22 14:20:00,65.0,274.48,avion
Valencia,Madrid,2024-11-06 13:15:00,2024-11-06 14:20:00,65.0,274.48,avion
Barcelona,Lyon,2025-02-24 20:30:00,2025-02-24 21:55:00,85.0,274.51,avion
París,Dublín,2025-03-06 10:05:00,2025-03-06 10:55:00,50.0,274.52,avion
Barcelona,Viena,2025-05-26 20:40:00,2025-05-26 22:55:00,135.0,274.58,avion
Madrid,Casablanca,2025-01-19 16:25:00,2025-01-19 18:20:00,115.0,274.62,avion
Madrid,Casablanca,2025-01-26 16:25:00,2025-01-26 18:20:00,115.0,274.62,avion
Roma,Niza,2025-03-16 13:15:00,2025-03-16 14:30:00,75.0,274.73,avion
París,Milán,2025-05-26 15:20:00,2025-05-26 16:50:00,90.0,274.79,avion
París,Milán,2025-06-16 16:35:00,2025-06-16 18:05:00,90.0,274.79,avion
París,Venecia,2025-04-28 15:20:00,2025-04-28 17:00:00,100.0,274.79,avion
París,Marsella,2025-05-05 18:15:00,2025-05-05 19:40:00,85.0,274.79,avion
París,Milán,2025-05-20 08:45:00,2025-05-20 10:10:00,85.0,274.79,avion
París,Milán,2025-04-28 16:35:00,2025-04-28 18:05:00,90.0,274.79,avion
París,Marsella,2025-06-09 14:00:00,2025-06-09 15:25:00,85.0,274.79,avion
París,Marsella,2025-06-09 12:40:00,2025-06-09 14:05:00,85.0,274.79,avion
París,Venecia,2025-05-20 07:10:00,2025-05-20 08:55:00,105.0,274.79,avion
París,Venecia,2025-06-16 09:40:00,2025-06-16 11:20:00,100.0,274.79,avion
París,Milán,2025-06-23 17:55:00,2025-06-23 19:25:00,90.0,274.79,avion
París,Milán,2025-04-28 17:55:00,2025-04-28 19:25:00,90.0,274.79,avion
París,Milán,2025-06-23 15:20:00,2025-06-23 16:50:00,90.0,274.79,avion
París,Niza,2025-05-26 13:30:00,2025-05-26 15:00:00,90.0,274.79,avion
París,Venecia,2025-05-06 07:10:00,2025-05-06 08:55:00,105.0,274.79,avion
París,Niza,2025-05-26 08:55:00,2025-05-26 10:25:00,90.0,274.79,avion
Barcelona,París,2025-05-26 18:05:00,2025-05-26 20:00:00,115.0,274.79,avion
París,Venecia,2025-05-19 19:25:00,2025-05-19 21:10:00,105.0,274.79,avion
París,Milán,2025-06-23 10:15:00,2025-06-23 11:40:00,85.0,274.79,avion
París,Milán,2025-05-05 17:55:00,2025-05-05 19:25:00,90.0,274.79,avion
París,Niza,2025-06-16 10:10:00,2025-06-16 11:40:00,90.0,274.79,avion
París,Marsella,2025-05-26 16:15:00,2025-05-26 17:40:00,85.0,274.79,avion
Barcelona,Roma,2025-03-18 07:10:00,2025-03-18 09:00:00,110.0,274.92,avion
Barcelona,Venecia,2025-03-25 07:10:00,2025-03-25 09:00:00,110.0,274.92,avion
Barcelona,Niza,2025-01-10 07:10:00,2025-01-10 08:30:00,80.0,274.92,avion
Barcelona,Roma,2025-03-10 07:10:00,2025-03-10 09:00:00,110.0,274.92,avion
Frankfurt,Madrid,2025-06-28 09:40:00,2025-06-28 12:15:00,155.0,274.95,avion
Niza,Copenhague,2025-05-30 14:15:00,2025-05-30 16:35:00,140.0,275.0,avion
Niza,Copenhague,2025-04-17 14:15:00,2025-04-17 16:35:00,140.0,275.0,avion
Niza,Copenhague,2025-06-21 19:30:00,2025-06-21 21:50:00,140.0,275.0,avion
Niza,Copenhague,2025-05-23 14:15:00,2025-05-23 16:35:00,140.0,275.0,avion
Copenhague,Barcelona,2025-07-13 16:45:00,2025-07-13 19:35:00,170.0,275.0,avion
Niza,Copenhague,2025-05-16 14:15:00,2025-05-16 16:35:00,140.0,275.0,avion
Niza,Copenhague,2025-04-25 14:15:00,2025-04-25 16:35:00,140.0,275.0,avion
Niza,Copenhague,2025-04-18 14:15:00,2025-04-18 16:35:00,140.0,275.0,avion
Niza,Copenhague,2025-05-02 14:15:00,2025-05-02 16:35:00,140.0,275.0,avion
Niza,Copenhague,2025-07-12 21:40:00,2025-07-13 00:00:00,140.0,275.0,avion
Niza,Copenhague,2025-06-14 19:30:00,2025-06-14 21:50:00,140.0,275.0,avion
Niza,Copenhague,2025-06-06 14:15:00,2025-06-06 16:35:00,140.0,275.0,avion
Niza,Copenhague,2025-05-09 14:15:00,2025-05-09 16:35:00,140.0,275.0,avion
Milán,París,2025-04-25 18:55:00,2025-04-25 20:25:00,90.0,275.18,avion
Milán,París,2025-05-16 17:40:00,2025-05-16 19:10:00,90.0,275.18,avion
Milán,París,2025-07-19 12:25:00,2025-07-19 13:55:00,90.0,275.18,avion
Múnich,Roma,2025-01-19 21:10:00,2025-01-19 22:40:00,90.0,275.18,avion
Milán,París,2025-05-23 17:40:00,2025-05-23 19:10:00,90.0,275.18,avion
Barcelona,Helsinki,2025-04-07 10:05:00,2025-04-07 15:10:00,305.0,275.28,avion
Helsinki,París,2025-04-07 16:05:00,2025-04-07 18:10:00,125.0,275.28,avion
Helsinki,París,2025-04-21 20:15:00,2025-04-21 22:20:00,125.0,275.28,avion
Barcelona,Helsinki,2025-04-21 10:05:00,2025-04-21 15:10:00,305.0,275.28,avion
Helsinki,París,2025-04-21 16:05:00,2025-04-21 18:10:00,125.0,275.28,avion
Barcelona,Helsinki,2025-05-12 10:05:00,2025-05-12 15:10:00,305.0,275.28,avion
Barcelona,Helsinki,2025-06-16 10:05:00,2025-06-16 15:10:00,305.0,275.28,avion
Helsinki,París,2025-06-16 20:15:00,2025-06-16 22:20:00,125.0,275.28,avion
Helsinki,París,2025-05-12 16:05:00,2025-05-12 18:10:00,125.0,275.28,avion
Barcelona,Helsinki,2025-05-19 10:05:00,2025-05-19 15:10:00,305.0,275.28,avion
Helsinki,París,2025-05-19 20:15:00,2025-05-19 22:20:00,125.0,275.28,avion
Helsinki,París,2025-05-19 16:05:00,2025-05-19 18:10:00,125.0,275.28,avion
Helsinki,París,2025-06-16 16:05:00,2025-06-16 18:10:00,125.0,275.28,avion
Barcelona,Helsinki,2025-06-23 10:05:00,2025-06-23 15:10:00,305.0,275.28,avion
Helsinki,París,2025-05-05 20:15:00,2025-05-05 22:20:00,125.0,275.28,avion
Barcelona,Helsinki,2025-05-05 10:05:00,2025-05-05 15:10:00,305.0,275.28,avion
Helsinki,París,2025-05-12 20:15:00,2025-05-12 22:20:00,125.0,275.28,avion
Helsinki,París,2025-06-09 20:15:00,2025-06-09 22:20:00,125.0,275.28,avion
Barcelona,Helsinki,2025-04-28 10:05:00,2025-04-28 15:10:00,305.0,275.28,avion
Barcelona,Helsinki,2025-06-09 10:05:00,2025-06-09 15:10:00,305.0,275.28,avion
Helsinki,París,2025-06-23 20:15:00,2025-06-23 22:20:00,125.0,275.28,avion
Helsinki,París,2025-05-05 16:05:00,2025-05-05 18:10:00,125.0,275.28,avion
Helsinki,París,2025-06-09 16:05:00,2025-06-09 18:10:00,125.0,275.28,avion
Helsinki,París,2025-06-23 16:05:00,2025-06-23 18:10:00,125.0,275.28,avion
Helsinki,París,2025-03-31 20:15:00,2025-03-31 22:20:00,125.0,275.28,avion
Barcelona,Helsinki,2025-03-31 10:05:00,2025-03-31 15:10:00,305.0,275.28,avion
Helsinki,París,2025-03-31 16:05:00,2025-03-31 18:10:00,125.0,275.28,avion
Helsinki,París,2025-04-28 20:15:00,2025-04-28 22:20:00,125.0,275.28,avion
Barcelona,Helsinki,2025-06-30 10:05:00,2025-06-30 15:10:00,305.0,275.28,avion
Helsinki,París,2025-05-26 20:15:00,2025-05-26 22:20:00,125.0,275.28,avion
Helsinki,París,2025-04-28 16:05:00,2025-04-28 18:10:00,125.0,275.28,avion
Barcelona,Helsinki,2025-04-14 10:05:00,2025-04-14 15:10:00,305.0,275.28,avion
Helsinki,París,2025-04-07 20:15:00,2025-04-07 22:20:00,125.0,275.28,avion
Helsinki,París,2025-04-14 20:15:00,2025-04-14 22:20:00,125.0,275.28,avion
Helsinki,París,2025-04-14 16:05:00,2025-04-14 18:10:00,125.0,275.28,avion
Helsinki,París,2025-06-30 16:05:00,2025-06-30 18:10:00,125.0,275.28,avion
Barcelona,Helsinki,2025-05-26 10:05:00,2025-05-26 15:10:00,305.0,275.28,avion
Helsinki,París,2025-05-26 16:05:00,2025-05-26 18:10:00,125.0,275.28,avion
Helsinki,París,2025-06-30 20:15:00,2025-06-30 22:20:00,125.0,275.28,avion
Venecia,Barcelona,2025-04-25 09:15:00,2025-04-25 11:15:00,120.0,275.29,avion
Zurich,Roma,2025-01-19 17:35:00,2025-01-19 19:10:00,95.0,275.37,avion
Zurich,Roma,2025-03-02 17:35:00,2025-03-02 19:10:00,95.0,275.37,avion
Oslo,Barcelona,2025-04-19 16:45:00,2025-04-19 20:10:00,205.0,275.4,avion
Roma,Dublín,2025-01-08 11:35:00,2025-01-08 13:55:00,140.0,275.4,avion
París,Oslo,2025-04-03 21:00:00,2025-04-03 23:20:00,140.0,275.4,avion
París,Oslo,2025-04-18 21:00:00,2025-04-18 23:20:00,140.0,275.4,avion
Ámsterdam,Venecia,2025-06-03 09:10:00,2025-06-03 10:50:00,100.0,275.49,avion
Ámsterdam,Venecia,2025-06-02 20:35:00,2025-06-02 22:20:00,105.0,275.49,avion
Ámsterdam,Venecia,2025-06-16 09:10:00,2025-06-16 10:50:00,100.0,275.49,avion
Ámsterdam,Venecia,2025-05-26 09:10:00,2025-05-26 10:50:00,100.0,275.49,avion
Ámsterdam,Venecia,2025-06-30 11:35:00,2025-06-30 13:15:00,100.0,275.49,avion
Ámsterdam,Venecia,2025-06-30 09:10:00,2025-06-30 10:50:00,100.0,275.49,avion
Ámsterdam,Venecia,2025-06-02 09:10:00,2025-06-02 10:50:00,100.0,275.49,avion
Niza,Frankfurt,2025-05-30 10:05:00,2025-05-30 11:45:00,100.0,275.83,avion
Niza,Frankfurt,2025-06-14 14:20:00,2025-06-14 16:00:00,100.0,275.83,avion
Frankfurt,Madrid,2025-05-09 09:40:00,2025-05-09 12:15:00,155.0,275.83,avion
Frankfurt,Madrid,2025-05-30 17:00:00,2025-05-30 19:35:00,155.0,275.83,avion
Frankfurt,Madrid,2025-04-03 09:40:00,2025-04-03 12:15:00,155.0,275.83,avion
Niza,Frankfurt,2025-04-17 14:20:00,2025-04-17 16:00:00,100.0,275.83,avion
Frankfurt,Madrid,2025-05-02 09:40:00,2025-05-02 12:15:00,155.0,275.83,avion
Niza,Frankfurt,2025-06-21 06:50:00,2025-06-21 08:30:00,100.0,275.83,avion
Frankfurt,Madrid,2025-05-16 17:00:00,2025-05-16 19:35:00,155.0,275.83,avion
Niza,Frankfurt,2025-08-09 14:20:00,2025-08-09 16:00:00,100.0,275.83,avion
Frankfurt,Madrid,2025-04-10 09:40:00,2025-04-10 12:15:00,155.0,275.83,avion
Roma,Dublín,2025-05-09 07:30:00,2025-05-09 09:45:00,135.0,275.9,avion
Roma,Dublín,2025-05-09 11:10:00,2025-05-09 13:30:00,140.0,275.9,avion
Barcelona,Milán,2025-01-27 07:15:00,2025-01-27 08:55:00,100.0,275.92,avion
Barcelona,París,2025-04-01 07:20:00,2025-04-01 09:25:00,125.0,275.92,avion
París,Múnich,2025-07-12 12:10:00,2025-07-12 13:40:00,90.0,275.95,avion
París,Múnich,2025-06-28 06:45:00,2025-06-28 08:15:00,90.0,275.95,avion
París,Múnich,2025-06-21 12:10:00,2025-06-21 13:40:00,90.0,275.95,avion
Múnich,Barcelona,2025-04-17 19:25:00,2025-04-17 21:30:00,125.0,275.95,avion
París,Múnich,2025-04-17 14:30:00,2025-04-17 16:00:00,90.0,275.95,avion
París,Múnich,2025-04-10 14:30:00,2025-04-10 16:00:00,90.0,275.95,avion
París,Múnich,2025-05-30 14:30:00,2025-05-30 16:00:00,90.0,275.95,avion
París,Múnich,2025-07-12 06:45:00,2025-07-12 08:15:00,90.0,275.95,avion
Múnich,Barcelona,2025-08-09 08:55:00,2025-08-09 11:00:00,125.0,275.95,avion
Múnich,Barcelona,2025-06-13 12:45:00,2025-06-13 14:50:00,125.0,275.95,avion
Madrid,Barcelona,2025-05-23 21:35:00,2025-05-23 22:50:00,75.0,276.08,avion
Madrid,Barcelona,2025-04-03 11:30:00,2025-04-03 12:45:00,75.0,276.08,avion
Madrid,Barcelona,2025-04-03 12:40:00,2025-04-03 13:55:00,75.0,276.08,avion
Dublín,París,2025-04-21 18:20:00,2025-04-21 21:10:00,170.0,276.14,avion
Roma,Ámsterdam,2025-03-13 17:15:00,2025-03-13 19:50:00,155.0,276.21,avion
Ámsterdam,Madrid,2025-03-27 09:45:00,2025-03-27 12:15:00,150.0,276.21,avion
París,Atenas,2025-04-17 14:05:00,2025-04-17 18:15:00,250.0,276.3,avion
París,Atenas,2025-05-23 22:15:00,2025-05-24 02:20:00,245.0,276.3,avion
Atenas,Barcelona,2025-04-04 22:50:00,2025-04-05 01:00:00,130.0,276.3,avion
París,Atenas,2025-04-03 22:15:00,2025-04-04 02:20:00,245.0,276.3,avion
París,Atenas,2025-06-13 22:15:00,2025-06-14 02:20:00,245.0,276.3,avion
Atenas,Barcelona,2025-06-14 08:55:00,2025-06-14 11:05:00,130.0,276.3,avion
París,Atenas,2025-06-28 11:05:00,2025-06-28 15:15:00,250.0,276.3,avion
París,Atenas,2025-06-21 11:05:00,2025-06-21 15:15:00,250.0,276.3,avion
Zurich,Nápoles,2025-01-26 12:30:00,2025-01-26 14:10:00,100.0,276.37,avion
Zurich,Nápoles,2025-01-19 12:30:00,2025-01-19 14:10:00,100.0,276.37,avion
Frankfurt,Madrid,2025-05-23 13:20:00,2025-05-23 15:55:00,155.0,276.44,avion
Venecia,Frankfurt,2025-05-30 10:55:00,2025-05-30 12:20:00,85.0,276.44,avion
Venecia,Lisboa,2025-04-25 19:10:00,2025-04-25 21:25:00,135.0,276.44,avion
Venecia,Frankfurt,2025-05-16 10:55:00,2025-05-16 12:20:00,85.0,276.44,avion
Venecia,Frankfurt,2025-05-09 10:55:00,2025-05-09 12:20:00,85.0,276.44,avion
Barcelona,Niza,2025-03-18 19:30:00,2025-03-18 20:45:00,75.0,276.51,avion
Dublín,Madrid,2025-05-24 06:20:00,2025-05-24 10:00:00,220.0,276.71,avion
Zurich,La Valeta,2025-01-19 17:40:00,2025-01-19 19:55:00,135.0,276.76,avion
La Valeta,Roma,2025-01-19 21:00:00,2025-01-19 22:35:00,95.0,276.76,avion
Barcelona,París,2025-04-14 13:45:00,2025-04-14 15:45:00,120.0,276.84,avion
Barcelona,París,2025-03-02 07:45:00,2025-03-02 09:50:00,125.0,276.84,avion
Barcelona,París,2025-04-14 11:50:00,2025-04-14 13:50:00,120.0,276.84,avion
Bruselas,Barcelona,2025-06-07 18:30:00,2025-06-07 20:30:00,120.0,277.11,avion
Milán,Bruselas,2025-05-09 21:45:00,2025-05-09 23:15:00,90.0,277.11,avion
Bruselas,Barcelona,2025-05-10 18:30:00,2025-05-10 20:30:00,120.0,277.11,avion
Milán,Bruselas,2025-06-06 21:45:00,2025-06-06 23:15:00,90.0,277.11,avion
Milán,Casablanca,2025-01-15 17:05:00,2025-01-15 20:10:00,185.0,277.13,avion
Milán,Casablanca,2025-02-27 17:05:00,2025-02-27 20:10:00,185.0,277.13,avion
Milán,Casablanca,2025-02-05 17:05:00,2025-02-05 20:10:00,185.0,277.13,avion
Milán,Casablanca,2025-02-19 17:05:00,2025-02-19 20:10:00,185.0,277.13,avion
Milán,Casablanca,2025-01-01 17:05:00,2025-01-01 20:10:00,185.0,277.13,avion
Milán,Casablanca,2025-01-29 17:05:00,2025-01-29 20:10:00,185.0,277.13,avion
Milán,Casablanca,2025-01-01 12:05:00,2025-01-01 15:10:00,185.0,277.13,avion
Milán,Casablanca,2025-03-27 17:05:00,2025-03-27 20:10:00,185.0,277.13,avion
Milán,Casablanca,2025-01-22 17:05:00,2025-01-22 20:10:00,185.0,277.13,avion
Milán,Casablanca,2025-03-20 17:05:00,2025-03-20 20:10:00,185.0,277.13,avion
Milán,Casablanca,2025-03-06 17:05:00,2025-03-06 20:10:00,185.0,277.13,avion
Milán,Casablanca,2025-03-13 17:05:00,2025-03-13 20:10:00,185.0,277.13,avion
Milán,Casablanca,2025-02-12 17:05:00,2025-02-12 20:10:00,185.0,277.13,avion
Túnez,Madrid,2025-07-13 15:05:00,2025-07-13 18:20:00,195.0,277.16,avion
Marsella,Túnez,2025-07-26 17:00:00,2025-07-26 17:35:00,35.0,277.16,avion
Túnez,Madrid,2025-07-27 15:05:00,2025-07-27 18:20:00,195.0,277.16,avion
Túnez,Madrid,2025-07-20 15:05:00,2025-07-20 18:20:00,195.0,277.16,avion
Marsella,Túnez,2025-07-19 17:00:00,2025-07-19 17:35:00,35.0,277.16,avion
Marsella,Túnez,2025-07-12 17:00:00,2025-07-12 17:35:00,35.0,277.16,avion
Túnez,Madrid,2025-07-06 15:05:00,2025-07-06 18:20:00,195.0,277.16,avion
Marsella,Túnez,2025-07-05 17:00:00,2025-07-05 17:35:00,35.0,277.16,avion
Barcelona,Madrid,2025-06-15 12:30:00,2025-06-15 13:55:00,85.0,277.18,avion
Nápoles,Casablanca,2025-06-21 21:25:00,2025-06-21 23:45:00,140.0,277.18,avion
Barcelona,Dublín,2025-04-14 23:00:00,2025-04-15 00:40:00,100.0,277.18,avion
Dublín,Niza,2025-04-15 11:00:00,2025-04-15 14:40:00,220.0,277.18,avion
Barcelona,Madrid,2025-06-15 07:25:00,2025-06-15 08:50:00,85.0,277.18,avion
Madrid,Barcelona,2025-07-26 16:00:00,2025-07-26 17:15:00,75.0,277.23,avion
París Orly,Barcelona,2025-06-15 09:15:00,2025-06-15 11:00:00,105.0,277.27,avion
Madrid,París,2025-05-12 10:05:00,2025-05-12 12:10:00,125.0,277.3,avion
Madrid,París,2025-06-02 06:00:00,2025-06-02 08:05:00,125.0,277.3,avion
Madrid,París,2025-01-02 16:20:00,2025-01-02 18:30:00,130.0,277.3,avion
Madrid,París,2025-01-02 06:00:00,2025-01-02 08:20:00,140.0,277.3,avion
Madrid,París,2025-05-19 10:05:00,2025-05-19 12:10:00,125.0,277.3,avion
Madrid,París,2025-01-02 17:55:00,2025-01-02 20:05:00,130.0,277.3,avion
Madrid,París,2025-06-09 17:45:00,2025-06-09 19:50:00,125.0,277.3,avion
Madrid,París,2025-06-16 06:00:00,2025-06-16 08:05:00,125.0,277.3,avion
Madrid,París,2025-04-21 17:45:00,2025-04-21 19:50:00,125.0,277.3,avion
Madrid,París,2025-03-24 12:25:00,2025-03-24 14:35:00,130.0,277.3,avion
Madrid,París,2025-03-24 10:00:00,2025-03-24 12:10:00,130.0,277.3,avion
Madrid,París,2025-01-02 12:25:00,2025-01-02 14:35:00,130.0,277.3,avion
Madrid,París,2025-03-02 20:10:00,2025-03-02 22:20:00,130.0,277.3,avion
Madrid,París,2025-03-02 16:20:00,2025-03-02 18:30:00,130.0,277.3,avion
Madrid,París,2025-06-16 12:20:00,2025-06-16 14:25:00,125.0,277.3,avion
Madrid,París,2025-05-12 20:15:00,2025-05-12 22:20:00,125.0,277.3,avion
Madrid,París,2025-03-31 12:20:00,2025-03-31 14:25:00,125.0,277.3,avion
Madrid,París,2025-03-31 16:40:00,2025-03-31 18:45:00,125.0,277.3,avion
Frankfurt,Barcelona,2025-06-21 09:50:00,2025-06-21 11:55:00,125.0,277.4,avion
Frankfurt,Barcelona,2025-06-28 09:50:00,2025-06-28 11:55:00,125.0,277.4,avion
Frankfurt,Barcelona,2025-08-02 09:50:00,2025-08-02 11:55:00,125.0,277.4,avion
Nápoles,Frankfurt,2025-06-28 13:00:00,2025-06-28 15:10:00,130.0,277.4,avion
Barcelona,Venecia,2025-03-25 19:10:00,2025-03-25 21:00:00,110.0,277.51,avion
Roma,Madrid,2025-04-25 11:55:00,2025-04-25 14:30:00,155.0,277.56,avion
Ámsterdam,Madrid,2025-03-27 17:05:00,2025-03-27 19:40:00,155.0,277.62,avion
Lyon,Ámsterdam,2025-03-27 18:15:00,2025-03-27 20:00:00,105.0,277.62,avion
París,Niza,2025-05-26 18:30:00,2025-05-26 20:05:00,95.0,277.75,avion
París,Roma,2025-03-24 20:40:00,2025-03-24 22:45:00,125.0,277.79,avion
París,Roma,2025-03-31 17:10:00,2025-03-31 19:15:00,125.0,277.79,avion
París,Roma,2025-03-09 17:40:00,2025-03-09 19:45:00,125.0,277.79,avion
Madrid,Barcelona,2025-05-09 21:35:00,2025-05-09 22:50:00,75.0,277.81,avion
Madrid,Barcelona,2025-04-10 21:35:00,2025-04-10 22:50:00,75.0,277.81,avion
Barcelona,Madrid,2025-02-28 16:20:00,2025-02-28 17:40:00,80.0,277.91,avion
Barcelona,Marsella,2025-02-03 07:00:00,2025-02-03 08:10:00,70.0,277.92,avion
Madrid,Barcelona,2025-02-09 13:55:00,2025-02-09 15:10:00,75.0,277.92,avion
Madrid,Barcelona,2025-02-02 13:55:00,2025-02-02 15:10:00,75.0,277.92,avion
Madrid,Barcelona,2025-01-19 13:55:00,2025-01-19 15:10:00,75.0,277.92,avion
Madrid,Barcelona,2025-01-26 13:55:00,2025-01-26 15:10:00,75.0,277.92,avion
Barcelona,Marsella,2025-02-10 07:00:00,2025-02-10 08:10:00,70.0,277.92,avion
Madrid,Barcelona,2025-01-09 09:30:00,2025-01-09 10:45:00,75.0,277.92,avion
Barcelona,Venecia,2025-01-09 19:40:00,2025-01-09 21:30:00,110.0,277.92,avion
Dublín,Lyon,2025-03-31 12:55:00,2025-03-31 16:10:00,195.0,278.14,avion
Barcelona,Málaga,2025-01-29 21:40:00,2025-01-29 23:20:00,100.0,278.25,avion
Madrid,Barcelona,2025-02-05 17:50:00,2025-02-05 19:05:00,75.0,278.25,avion
Barcelona,Málaga,2025-02-05 21:40:00,2025-02-05 23:20:00,100.0,278.25,avion
Barcelona,Málaga,2025-03-27 09:00:00,2025-03-27 10:40:00,100.0,278.25,avion
Madrid,Barcelona,2025-01-08 17:50:00,2025-01-08 19:05:00,75.0,278.25,avion
Barcelona,Málaga,2025-01-08 21:40:00,2025-01-08 23:20:00,100.0,278.25,avion
Barcelona,Málaga,2025-01-09 06:50:00,2025-01-09 08:30:00,100.0,278.25,avion
Madrid,Nápoles,2025-03-10 19:50:00,2025-03-10 22:20:00,150.0,278.42,avion
Barcelona,Madrid,2025-03-09 21:05:00,2025-03-09 22:30:00,85.0,278.42,avion
Barcelona,Nápoles,2025-02-03 13:15:00,2025-02-03 15:15:00,120.0,278.51,avion
Frankfurt,Barcelona,2025-05-17 07:35:00,2025-05-17 09:40:00,125.0,278.75,avion
Melilla,Madrid,2025-01-16 08:45:00,2025-01-16 10:40:00,115.0,278.83,avion
Málaga,Melilla,2025-01-15 21:00:00,2025-01-15 22:00:00,60.0,278.83,avion
Málaga,Melilla,2025-01-29 21:00:00,2025-01-29 22:00:00,60.0,278.83,avion
Hounslow,Madrid,2025-01-01 17:25:00,2025-01-01 20:50:00,205.0,278.83,avion
Melilla,Madrid,2025-01-30 08:45:00,2025-01-30 10:40:00,115.0,278.83,avion
